customer_id,age,income,city,plan,tenure_months,monthly_spend,support_calls,churn,signup_date,signup_year,signup_month,signup_weekday,days_as_member,income_was_missing,income_capped
242,34.0,88775.19,Mombasa,Basic,5,90.76,0,0,2022-09-09,2022,9,Friday,479,0,88775.19
243,18.0,29427.61,Kisumu,Basic,37,31.9,4,1,2022-06-15,2022,6,Wednesday,565,0,29427.61
244,20.0,19342.93,Nairobi,Premium,4,12.5,1,0,2022-11-11,2022,11,Friday,416,0,19342.93
245,56.0,51509.29,Nakuru,Basic,17,47.87,2,0,2023-09-30,2023,9,Saturday,93,0,51509.29
246,22.0,78074.53,Eldoret,Standard,1,71.31,1,0,2023-12-07,2023,12,Thursday,25,0,78074.53
247,24.0,120426.79,Nairobi,Basic,7,79.17,4,1,2022-04-13,2022,4,Wednesday,628,0,109551.28749999999
248,53.0,63458.97,Nakuru,Basic,31,77.3,3,1,2023-02-15,2023,2,Wednesday,320,0,63458.97
249,64.0,40706.44,Eldoret,Standard,61,65.36,2,1,2023-07-10,2023,7,Monday,175,0,40706.44
250,23.0,31364.59,Nairobi,Basic,55,21.7,0,0,2022-07-08,2022,7,Friday,542,0,31364.59
251,31.0,49302.28,Mombasa,Premium,8,61.39,1,0,2022-07-19,2022,7,Tuesday,531,0,49302.28
252,38.0,42208.11,Eldoret,Basic,3,75.45,0,0,2022-06-26,2022,6,Sunday,554,0,42208.11
253,52.0,29509.46,Eldoret,Premium,25,48.3,2,0,2022-06-03,2022,6,Friday,577,0,29509.46
254,25.0,136540.67,Nairobi,Basic,47,237.17,0,1,2023-10-11,2023,10,Wednesday,82,0,109551.28749999999
255,33.0,42928.494999999995,Nairobi,Premium,54,141.83,1,0,2022-06-09,2022,6,Thursday,571,1,42928.494999999995
256,43.0,86510.78,Kisumu,Standard,59,149.28,3,0,2022-06-14,2022,6,Tuesday,566,0,86510.78
257,39.0,30932.87,Nairobi,Basic,25,23.98,2,1,2022-04-02,2022,4,Saturday,639,0,30932.87
258,31.0,75170.16,Nairobi,Basic,12,89.34,3,1,2022-04-01,2022,4,Friday,640,0,75170.16
259,34.0,67495.3,Nairobi,Basic,2,49.34,1,1,2023-07-23,2023,7,Sunday,162,0,67495.3
260,21.0,61161.48,Nairobi,Standard,11,70.14,1,0,2022-07-30,2022,7,Saturday,520,0,61161.48
261,33.0,91567.59,Mombasa,Premium,5,101.8,1,1,2023-08-09,2023,8,Wednesday,145,0,91567.59
262,32.0,67351.84,Kisumu,Basic,62,59.28,1,0,2023-03-04,2023,3,Saturday,303,0,67351.84
263,37.0,70969.62,Kisumu,Basic,20,108.49,1,0,2023-09-19,2023,9,Tuesday,104,0,70969.62
264,29.0,67403.56,Nakuru,Standard,59,71.05,3,0,2023-02-09,2023,2,Thursday,326,0,67403.56
265,40.0,58127.59,Mombasa,Standard,40,52.38,0,0,2023-07-12,2023,7,Wednesday,173,0,58127.59
266,45.0,20094.36,Nairobi,Standard,39,8.44,1,1,2023-08-15,2023,8,Tuesday,139,0,20094.36
267,37.0,51113.84,Nairobi,Basic,33,65.15,2,0,2022-02-14,2022,2,Monday,686,0,51113.84
268,39.0,37119.73,Nairobi,Standard,59,38.56,0,0,2023-02-14,2023,2,Tuesday,321,0,37119.73
269,36.0,25850.35,Nairobi,Premium,4,20.92,0,1,2022-11-28,2022,11,Monday,399,0,25850.35
270,35.0,113653.35,Nairobi,Basic,7,105.95,2,1,2022-07-30,2022,7,Saturday,520,0,109551.28749999999
271,28.0,116366.23,Nairobi,Basic,31,194.69,1,0,2022-11-27,2022,11,Sunday,400,0,109551.28749999999
272,38.0,96723.37,Nairobi,Basic,29,183.24,1,0,2022-10-29,2022,10,Saturday,429,0,96723.37
273,34.0,55692.83,Kisumu,Standard,39,77.39,1,1,2022-12-26,2022,12,Monday,371,0,55692.83
274,56.0,96308.57,Kisumu,Basic,53,141.84,1,0,2023-08-21,2023,8,Monday,133,0,96308.57
275,51.0,49317.12,Eldoret,Premium,42,88.67,0,0,2023-08-26,2023,8,Saturday,128,0,49317.12
276,39.0,54252.19,Nakuru,Standard,19,105.11,2,0,2023-04-03,2023,4,Monday,273,0,54252.19
277,27.0,28375.02,Mombasa,Standard,24,43.21,4,0,2023-06-03,2023,6,Saturday,212,0,28375.02
278,24.0,59784.14,Nairobi,Standard,54,112.07,3,0,2023-12-02,2023,12,Saturday,30,0,59784.14
279,47.0,50523.46,Mombasa,Basic,15,94.19,0,0,2023-04-10,2023,4,Monday,266,0,50523.46
280,38.0,25557.19,Nairobi,Premium,36,39.17,1,0,2022-09-27,2022,9,Tuesday,461,0,25557.19
281,40.0,47781.86,Mombasa,Basic,39,57.58,1,0,2022-03-01,2022,3,Tuesday,671,0,47781.86
282,18.0,47105.04,Nairobi,Standard,54,28.94,1,0,2023-02-08,2023,2,Wednesday,327,0,47105.04
283,44.0,120424.78,Mombasa,Premium,51,56.4,3,0,2022-06-18,2022,6,Saturday,562,0,109551.28749999999
284,40.0,76657.8,Nairobi,Standard,33,85.84,2,0,2023-03-10,2023,3,Friday,297,0,76657.8
285,24.0,42928.494999999995,Kisumu,Premium,22,64.03,1,0,2022-01-19,2022,1,Wednesday,712,1,42928.494999999995
286,30.0,55514.17,Nakuru,Basic,27,48.67,1,0,2023-09-12,2023,9,Tuesday,111,0,55514.17
287,38.0,42928.494999999995,Nakuru,Premium,30,68.8,2,0,2023-11-21,2023,11,Tuesday,41,1,42928.494999999995
288,36.0,44291.28,Kisumu,Standard,16,56.44,1,0,2022-04-17,2022,4,Sunday,624,0,44291.28
289,32.0,28532.14,Mombasa,Standard,45,56.61,2,1,2023-08-21,2023,8,Monday,133,0,28532.14
290,34.0,45454.82,Nairobi,Basic,15,27.67,0,0,2022-10-24,2022,10,Monday,434,0,45454.82
291,32.0,33757.26,Kisumu,Basic,47,31.58,1,1,2022-01-31,2022,1,Monday,700,0,33757.26
292,35.0,26234.8,Mombasa,Standard,54,42.34,3,0,2023-10-27,2023,10,Friday,66,0,26234.8
293,50.0,63298.12,Nairobi,Basic,69,112.72,2,0,2023-11-18,2023,11,Saturday,44,0,63298.12
294,18.0,59613.2,Nairobi,Standard,9,122.45,1,0,2022-02-01,2022,2,Tuesday,699,0,59613.2
295,33.0,20063.27,Eldoret,Premium,54,33.99,2,1,2023-03-10,2023,3,Friday,297,0,20063.27
296,37.0,46104.12,Kisumu,Premium,7,89.58,1,0,2023-08-24,2023,8,Thursday,130,0,46104.12
297,35.0,80648.11,Mombasa,Basic,24,73.38,0,0,2023-07-31,2023,7,Monday,154,0,80648.11
298,31.0,83250.7,Kisumu,Premium,13,93.26,2,0,2022-10-31,2022,10,Monday,427,0,83250.7
299,18.0,81872.5,Mombasa,Basic,12,78.47,2,1,2023-09-20,2023,9,Wednesday,103,0,81872.5
300,38.0,49983.92,Mombasa,Basic,13,73.75,1,0,2023-08-29,2023,8,Tuesday,125,0,49983.92
301,52.0,32127.81,Nairobi,Premium,4,70.89,3,0,2022-03-24,2022,3,Thursday,648,0,32127.81
302,20.0,28514.0,Mombasa,Basic,59,25.18,0,0,2022-01-08,2022,1,Saturday,723,0,28514.0
303,44.0,58238.53,Kisumu,Basic,5,70.88,2,1,2022-03-16,2022,3,Wednesday,656,0,58238.53
304,32.0,59257.05,Nairobi,Basic,29,50.99,4,0,2022-09-24,2022,9,Saturday,464,0,59257.05
305,34.0,93308.41,Nakuru,Standard,50,73.72,2,0,2022-03-22,2022,3,Tuesday,650,0,93308.41
306,24.0,84964.59,Nairobi,Premium,71,69.85,1,0,2022-02-27,2022,2,Sunday,673,0,84964.59
307,32.0,45884.64,Kisumu,Basic,61,27.44,3,0,2022-07-08,2022,7,Friday,542,0,45884.64
308,48.0,26315.07,Kisumu,Basic,10,45.01,1,1,2023-04-22,2023,4,Saturday,254,0,26315.07
309,41.0,41791.44,Kisumu,Standard,71,49.99,0,0,2023-01-18,2023,1,Wednesday,348,0,41791.44
310,52.0,54645.14,Kisumu,Basic,47,89.57,1,0,2022-07-19,2022,7,Tuesday,531,0,54645.14
311,47.0,44309.68,Eldoret,Standard,13,73.23,1,1,2023-11-25,2023,11,Saturday,37,0,44309.68
312,39.0,36719.12,Mombasa,Premium,32,43.22,2,1,2023-05-28,2023,5,Sunday,218,0,36719.12
313,52.0,55628.03,Kisumu,Standard,66,44.29,1,0,2023-04-09,2023,4,Sunday,267,0,55628.03
314,39.0,38101.96,Kisumu,Premium,28,68.37,2,0,2023-11-20,2023,11,Monday,42,0,38101.96
315,43.0,35809.44,Nairobi,Standard,14,29.66,5,0,2023-07-28,2023,7,Friday,157,0,35809.44
316,32.0,57281.12,Nairobi,Premium,63,98.06,2,0,2022-04-03,2022,4,Sunday,638,0,57281.12
317,36.0,40094.87,Mombasa,Basic,68,25.46,0,0,2022-01-27,2022,1,Thursday,704,0,40094.87
318,28.0,55384.34,Nairobi,Basic,70,78.53,0,0,2023-09-24,2023,9,Sunday,99,0,55384.34
319,45.0,56196.06,Nairobi,Standard,68,89.52,3,0,2022-10-25,2022,10,Tuesday,433,0,56196.06
320,23.0,27730.43,Nairobi,Basic,62,32.26,0,0,2022-02-13,2022,2,Sunday,687,0,27730.43
321,43.0,38537.21,Kisumu,Premium,33,36.6,3,0,2022-12-14,2022,12,Wednesday,383,0,38537.21
322,33.0,100598.08,Nairobi,Standard,14,197.74,4,1,2022-10-05,2022,10,Wednesday,453,0,100598.08
323,47.0,27418.14,Nakuru,Premium,44,23.05,0,0,2022-11-11,2022,11,Friday,416,0,27418.14
324,43.0,17011.97,Mombasa,Basic,16,18.61,1,0,2022-11-10,2022,11,Thursday,417,0,17011.97
325,53.0,19323.5,Kisumu,Basic,34,27.02,0,0,2022-08-18,2022,8,Thursday,501,0,19323.5
326,42.0,49739.52,Nairobi,Standard,47,43.59,1,0,2022-12-23,2022,12,Friday,374,0,49739.52
327,19.0,49784.48,Mombasa,Basic,68,85.48,4,0,2022-12-25,2022,12,Sunday,372,0,49784.48
328,34.0,46221.23,Nairobi,Standard,21,75.64,1,1,2023-12-14,2023,12,Thursday,18,0,46221.23
329,23.0,89957.71,Kisumu,Standard,18,94.32,2,0,2023-05-21,2023,5,Sunday,225,0,89957.71
330,30.0,42928.494999999995,Nairobi,Premium,53,15.54,2,1,2023-07-21,2023,7,Friday,164,1,42928.494999999995
331,35.0,59752.54,Eldoret,Standard,1,39.09,1,0,2022-01-06,2022,1,Thursday,725,0,59752.54
332,41.0,107014.44,Nairobi,Basic,41,52.89,1,0,2022-08-14,2022,8,Sunday,505,0,107014.44
333,28.0,27892.4,Mombasa,Basic,53,38.13,1,1,2023-12-20,2023,12,Wednesday,12,0,27892.4
334,25.0,40542.12,Nairobi,Standard,40,74.29,1,1,2022-07-16,2022,7,Saturday,534,0,40542.12
335,35.0,33642.79,Kisumu,Basic,28,18.6,1,0,2023-01-08,2023,1,Sunday,358,0,33642.79
336,23.0,31345.53,Mombasa,Basic,59,25.72,0,1,2023-09-23,2023,9,Saturday,100,0,31345.53
337,28.0,41642.19,Nairobi,Basic,27,42.45,1,1,2023-04-12,2023,4,Wednesday,264,0,41642.19
338,38.0,100081.75,Nairobi,Basic,51,167.06,4,0,2023-10-06,2023,10,Friday,87,0,100081.75
339,47.0,122846.8,Nairobi,Standard,33,79.87,0,0,2022-05-01,2022,5,Sunday,610,0,109551.28749999999
340,41.0,41441.18,Nairobi,Basic,2,47.22,3,1,2023-01-08,2023,1,Sunday,358,0,41441.18
341,18.0,127074.67,Eldoret,Standard,38,200.17,2,0,2023-04-09,2023,4,Sunday,267,0,109551.28749999999
342,38.0,49900.6,Mombasa,Basic,4,53.55,0,0,2022-09-09,2022,9,Friday,479,0,49900.6
343,36.0,117812.01,Nairobi,Standard,67,97.39,1,0,2023-02-24,2023,2,Friday,311,0,109551.28749999999
344,39.0,46786.53,Eldoret,Basic,43,41.0,5,1,2023-12-28,2023,12,Thursday,4,0,46786.53
345,51.0,52340.67,Nairobi,Premium,27,57.89,0,0,2023-06-22,2023,6,Thursday,193,0,52340.67
346,35.0,58849.42,Mombasa,Basic,35,69.4,1,0,2022-08-19,2022,8,Friday,500,0,58849.42
347,29.0,240247.96,Kisumu,Standard,44,427.55,0,0,2022-02-16,2022,2,Wednesday,684,0,109551.28749999999
348,41.0,75029.96,Eldoret,Basic,19,112.14,0,0,2022-05-14,2022,5,Saturday,597,0,75029.96
349,19.0,34419.13,Kisumu,Basic,21,53.83,1,1,2022-07-18,2022,7,Monday,532,0,34419.13
350,50.0,79578.48,Mombasa,Basic,30,160.27,0,0,2023-10-05,2023,10,Thursday,88,0,79578.48
351,39.0,42928.494999999995,Eldoret,Premium,19,46.39,4,1,2022-07-17,2022,7,Sunday,533,1,42928.494999999995
352,43.0,38373.6,Nairobi,Premium,54,46.5,3,1,2023-08-17,2023,8,Thursday,137,0,38373.6
353,29.0,77211.27,Eldoret,Basic,8,146.02,0,1,2022-07-19,2022,7,Tuesday,531,0,77211.27
354,43.0,49788.67,Nakuru,Basic,59,47.18,0,0,2023-05-03,2023,5,Wednesday,243,0,49788.67
355,46.0,56347.21,Eldoret,Standard,25,94.21,5,0,2023-01-20,2023,1,Friday,346,0,56347.21
356,35.0,49364.79,Nairobi,Standard,40,76.53,0,0,2023-12-01,2023,12,Friday,31,0,49364.79
357,37.0,58005.41,Nairobi,Basic,12,28.47,2,1,2023-02-18,2023,2,Saturday,317,0,58005.41
358,38.0,60626.23,Kisumu,Standard,28,80.61,2,1,2023-11-07,2023,11,Tuesday,55,0,60626.23
359,26.0,18611.16,Mombasa,Standard,54,16.19,1,0,2023-12-04,2023,12,Monday,28,0,18611.16
360,34.0,68410.82,Mombasa,Standard,20,44.66,0,0,2023-07-01,2023,7,Saturday,184,0,68410.82
361,33.0,30001.13,Eldoret,Basic,10,32.3,0,0,2023-04-04,2023,4,Tuesday,272,0,30001.13
362,39.0,23833.57,Kisumu,Basic,38,26.12,2,0,2023-09-21,2023,9,Thursday,102,0,23833.57
363,45.0,47609.82,Nairobi,Basic,12,79.26,1,1,2023-12-29,2023,12,Friday,3,0,47609.82
364,24.0,51123.04,Mombasa,Standard,23,92.6,0,0,2022-06-30,2022,6,Thursday,550,0,51123.04
365,34.0,34656.72,Nairobi,Basic,32,66.06,3,1,2023-02-15,2023,2,Wednesday,320,0,34656.72
366,50.0,74273.98,Nairobi,Standard,41,61.54,1,1,2022-04-14,2022,4,Thursday,627,0,74273.98
367,28.0,25057.1,Nairobi,Standard,46,18.84,0,0,2022-03-18,2022,3,Friday,654,0,25057.1
368,27.0,39995.74,Nakuru,Standard,49,36.34,6,1,2023-05-05,2023,5,Friday,241,0,39995.74
369,37.0,36591.2,Kisumu,Basic,60,27.66,0,0,2022-02-04,2022,2,Friday,696,0,36591.2
370,43.0,47892.12,Mombasa,Basic,5,94.23,0,0,2023-06-06,2023,6,Tuesday,209,0,47892.12
371,35.0,56355.33,Nairobi,Basic,26,66.72,0,0,2023-08-23,2023,8,Wednesday,131,0,56355.33
372,48.0,29615.51,Kisumu,Standard,1,25.78,0,0,2022-05-02,2022,5,Monday,609,0,29615.51
373,44.0,70413.57,Nakuru,Premium,1,127.08,2,1,2023-05-12,2023,5,Friday,234,0,70413.57
374,43.0,50589.59,Nakuru,Basic,16,54.29,1,0,2022-10-16,2022,10,Sunday,442,0,50589.59
375,41.0,19034.85,Mombasa,Premium,43,10.83,2,0,2023-10-15,2023,10,Sunday,78,0,19034.85
376,58.0,18411.01,Nakuru,Basic,64,14.22,1,0,2023-10-27,2023,10,Friday,66,0,18411.01
377,33.0,48719.78,Mombasa,Basic,55,72.15,1,0,2023-02-26,2023,2,Sunday,309,0,48719.78
378,18.0,43893.27,Mombasa,Basic,46,77.36,2,0,2023-02-14,2023,2,Tuesday,321,0,43893.27
379,51.0,46550.36,Nakuru,Standard,56,40.78,2,0,2023-06-03,2023,6,Saturday,212,0,46550.36
380,30.0,48339.72,Nairobi,Basic,13,90.91,2,1,2023-02-27,2023,2,Monday,308,0,48339.72
381,36.0,54873.18,Nairobi,Basic,60,93.44,0,0,2023-06-29,2023,6,Thursday,186,0,54873.18
382,48.0,78733.56,Nairobi,Standard,64,139.9,1,0,2022-05-22,2022,5,Sunday,589,0,78733.56
383,19.0,28125.94,Mombasa,Standard,7,23.53,0,0,2023-07-25,2023,7,Tuesday,160,0,28125.94
384,22.0,27282.87,Mombasa,Basic,34,16.68,0,0,2023-01-19,2023,1,Thursday,347,0,27282.87
385,19.0,28377.11,Kisumu,Basic,59,62.14,2,1,2023-07-03,2023,7,Monday,182,0,28377.11
386,27.0,56639.3,Mombasa,Standard,34,51.68,2,0,2023-01-18,2023,1,Wednesday,348,0,56639.3
387,39.0,91351.84,Nairobi,Basic,60,132.6,2,1,2022-08-12,2022,8,Friday,507,0,91351.84
388,40.0,39510.84,Nakuru,Basic,67,70.14,1,0,2022-03-06,2022,3,Sunday,666,0,39510.84
389,38.0,14032.76,Nairobi,Standard,34,10.21,4,1,2023-01-19,2023,1,Thursday,347,0,14032.76
390,21.0,20910.43,Eldoret,Basic,5,46.64,1,1,2023-12-18,2023,12,Monday,14,0,20910.43
391,18.0,32321.3,Nairobi,Standard,25,59.77,0,0,2022-01-27,2022,1,Thursday,704,0,32321.3
392,36.0,37091.22,Mombasa,Basic,16,60.69,1,0,2023-02-22,2023,2,Wednesday,313,0,37091.22
393,30.0,39966.85,Mombasa,Basic,34,42.44,1,0,2022-11-23,2022,11,Wednesday,404,0,39966.85
394,40.0,49975.62,Nakuru,Basic,42,88.95,0,0,2022-01-05,2022,1,Wednesday,726,0,49975.62
395,42.0,41945.52,Nairobi,Basic,33,55.4,0,1,2023-02-01,2023,2,Wednesday,334,0,41945.52
396,36.0,82840.29,Eldoret,Basic,14,138.2,1,0,2023-07-19,2023,7,Wednesday,166,0,82840.29
397,43.0,34961.1,Mombasa,Basic,22,62.1,1,1,2023-06-26,2023,6,Monday,189,0,34961.1
398,37.0,31851.54,Mombasa,Premium,49,58.02,1,0,2023-12-16,2023,12,Saturday,16,0,31851.54
399,40.0,62282.62,Mombasa,Premium,2,57.56,2,1,2023-01-22,2023,1,Sunday,344,0,62282.62
400,28.0,22746.78,Nairobi,Basic,16,13.73,4,1,2023-03-07,2023,3,Tuesday,300,0,22746.78
401,33.0,59566.34,Mombasa,Standard,64,64.6,2,0,2023-12-07,2023,12,Thursday,25,0,59566.34
402,37.0,51599.98,Nairobi,Standard,8,66.69,1,0,2022-08-22,2022,8,Monday,497,0,51599.98
403,43.0,45536.92,Nairobi,Premium,30,53.68,1,0,2023-08-06,2023,8,Sunday,148,0,45536.92
404,31.0,108460.14,Kisumu,Basic,15,145.55,1,0,2022-05-17,2022,5,Tuesday,594,0,108460.14
405,40.0,35914.5,Mombasa,Basic,8,34.53,0,0,2022-09-22,2022,9,Thursday,466,0,35914.5
406,32.0,137330.96,Nairobi,Basic,31,235.45,2,0,2023-05-06,2023,5,Saturday,240,0,109551.28749999999
407,34.0,43795.41,Nairobi,Basic,38,80.06,0,0,2023-02-28,2023,2,Tuesday,307,0,43795.41
408,43.0,25886.89,Nairobi,Basic,13,23.16,1,1,2022-05-23,2022,5,Monday,588,0,25886.89
409,18.0,50764.87,Nairobi,Premium,6,81.15,2,1,2023-04-27,2023,4,Thursday,249,0,50764.87
410,35.0,28620.47,Kisumu,Premium,10,47.07,3,0,2023-02-26,2023,2,Sunday,309,0,28620.47
411,20.0,33661.91,Nairobi,Basic,47,39.01,1,1,2023-11-03,2023,11,Friday,59,0,33661.91
412,18.0,59785.39,Nakuru,Basic,62,41.42,2,1,2023-03-16,2023,3,Thursday,291,0,59785.39
413,28.0,64717.77,Nairobi,Basic,13,110.68,2,0,2023-10-08,2023,10,Sunday,85,0,64717.77
414,42.0,35915.21,Nairobi,Basic,23,72.71,0,1,2023-12-04,2023,12,Monday,28,0,35915.21
415,35.0,80314.27,Nakuru,Standard,25,128.78,0,0,2022-03-05,2022,3,Saturday,667,0,80314.27
416,37.0,87444.0,Nairobi,Basic,26,160.07,1,0,2022-02-22,2022,2,Tuesday,678,0,87444.0
417,46.0,100523.91,Mombasa,Premium,18,202.05,4,1,2023-01-02,2023,1,Monday,364,0,100523.91
418,35.0,42928.494999999995,Eldoret,Premium,4,61.95,0,0,2022-12-31,2022,12,Saturday,366,1,42928.494999999995
419,34.0,96927.09,Eldoret,Standard,38,138.65,1,0,2023-02-10,2023,2,Friday,325,0,96927.09
420,49.0,19141.25,Kisumu,Standard,26,18.46,0,0,2023-06-28,2023,6,Wednesday,187,0,19141.25
421,36.0,41816.52,Nairobi,Standard,25,89.3,1,1,2022-08-19,2022,8,Friday,500,0,41816.52
422,27.0,31776.98,Mombasa,Basic,19,23.53,3,0,2022-05-10,2022,5,Tuesday,601,0,31776.98
423,29.0,52031.93,Eldoret,Basic,66,61.23,3,1,2023-05-12,2023,5,Friday,234,0,52031.93
424,20.0,36837.64,Eldoret,Standard,44,73.03,0,0,2022-10-11,2022,10,Tuesday,447,0,36837.64
425,26.0,45112.79,Nairobi,Basic,30,55.84,2,1,2023-11-10,2023,11,Friday,52,0,45112.79
426,31.0,125628.88,Nairobi,Premium,15,202.72,1,0,2022-02-15,2022,2,Tuesday,685,0,109551.28749999999
427,43.0,45032.52,Nairobi,Basic,57,44.68,1,0,2023-06-02,2023,6,Friday,213,0,45032.52
428,52.0,60288.47,Nairobi,Basic,64,115.69,2,0,2023-06-14,2023,6,Wednesday,201,0,60288.47
429,21.0,43645.93,Kisumu,Basic,3,75.41,2,0,2022-07-17,2022,7,Sunday,533,0,43645.93
430,39.0,42928.494999999995,Nairobi,Premium,67,43.08,0,1,2022-03-06,2022,3,Sunday,666,1,42928.494999999995
431,25.0,49168.49,Nairobi,Basic,50,79.89,3,1,2022-08-21,2022,8,Sunday,498,0,49168.49
432,40.0,61338.44,Nairobi,Basic,8,55.58,2,1,2022-10-16,2022,10,Sunday,442,0,61338.44
433,34.0,87785.69,Mombasa,Basic,54,125.41,0,0,2023-12-16,2023,12,Saturday,16,0,87785.69
434,18.0,111713.96,Nairobi,Standard,8,166.46,0,0,2023-09-30,2023,9,Saturday,93,0,109551.28749999999
435,44.0,42928.494999999995,Mombasa,Premium,4,102.23,1,0,2022-06-18,2022,6,Saturday,562,1,42928.494999999995
436,29.0,65826.22,Nairobi,Basic,9,37.87,1,0,2022-12-11,2022,12,Sunday,386,0,65826.22
437,30.0,27572.32,Eldoret,Premium,33,25.91,2,1,2023-03-14,2023,3,Tuesday,293,0,27572.32
438,24.0,46913.54,Nairobi,Basic,44,71.69,1,0,2023-10-29,2023,10,Sunday,64,0,46913.54
439,28.0,78444.35,Mombasa,Standard,29,116.14,2,0,2022-04-09,2022,4,Saturday,632,0,78444.35
440,39.0,75582.82,Nairobi,Basic,9,95.15,2,1,2023-07-14,2023,7,Friday,171,0,75582.82
441,33.0,54491.76,Nairobi,Basic,15,22.45,0,0,2023-11-07,2023,11,Tuesday,55,0,54491.76
442,38.0,76358.68,Nairobi,Standard,61,73.06,2,0,2023-10-31,2023,10,Tuesday,62,0,76358.68
443,39.0,62654.03,Nairobi,Standard,69,103.93,1,0,2022-07-22,2022,7,Friday,528,0,62654.03
444,48.0,89335.4,Nairobi,Basic,54,48.89,1,0,2022-04-04,2022,4,Monday,637,0,89335.4
445,32.0,56651.83,Mombasa,Premium,8,61.41,0,0,2023-03-10,2023,3,Friday,297,0,56651.83
446,20.0,42928.494999999995,Kisumu,Premium,59,76.35,3,0,2022-02-23,2022,2,Wednesday,677,1,42928.494999999995
447,46.0,57983.9,Nairobi,Basic,50,43.47,3,1,2022-04-05,2022,4,Tuesday,636,0,57983.9
448,32.0,11324.26,Mombasa,Standard,38,21.14,3,1,2022-02-21,2022,2,Monday,679,0,11324.26
449,46.0,59363.98,Mombasa,Standard,11,56.25,1,1,2022-06-03,2022,6,Friday,577,0,59363.98
450,39.0,7909.29,Nairobi,Basic,71,9.58,2,1,2023-09-27,2023,9,Wednesday,96,0,7909.29
451,34.0,42928.494999999995,Nairobi,Premium,32,28.53,2,0,2023-05-07,2023,5,Sunday,239,1,42928.494999999995
452,38.0,61444.17,Nairobi,Basic,4,112.54,0,1,2023-04-08,2023,4,Saturday,268,0,61444.17
453,55.0,62240.72,Nairobi,Standard,15,52.14,2,0,2023-12-21,2023,12,Thursday,11,0,62240.72
454,56.0,27413.36,Mombasa,Basic,29,26.27,5,0,2022-12-29,2022,12,Thursday,368,0,27413.36
455,36.0,34335.98,Eldoret,Basic,5,56.4,1,1,2022-01-30,2022,1,Sunday,701,0,34335.98
456,37.0,97272.39,Eldoret,Standard,23,84.56,0,0,2022-04-30,2022,4,Saturday,611,0,97272.39
457,46.0,38483.5,Eldoret,Standard,34,31.49,1,0,2022-07-10,2022,7,Sunday,540,0,38483.5
458,27.0,42928.494999999995,Mombasa,Premium,68,77.3,1,0,2023-05-07,2023,5,Sunday,239,1,42928.494999999995
459,38.0,48973.77,Nairobi,Premium,7,92.2,1,0,2022-09-18,2022,9,Sunday,470,0,48973.77
460,35.0,60115.21,Nairobi,Basic,41,93.2,2,1,2022-08-21,2022,8,Sunday,498,0,60115.21
461,38.0,110022.17,Nairobi,Basic,66,160.35,3,0,2022-03-23,2022,3,Wednesday,649,0,109551.28749999999
462,27.0,52339.86,Nairobi,Basic,58,87.6,1,0,2023-06-03,2023,6,Saturday,212,0,52339.86
463,19.0,29697.79,Nairobi,Basic,66,43.93,1,0,2022-01-18,2022,1,Tuesday,713,0,29697.79
464,18.0,46403.78,Mombasa,Basic,13,54.87,4,1,2022-12-03,2022,12,Saturday,394,0,46403.78
465,24.0,42928.494999999995,Nairobi,Premium,57,54.27,2,0,2023-06-28,2023,6,Wednesday,187,1,42928.494999999995
466,30.0,24775.96,Nairobi,Standard,70,38.38,1,0,2023-01-06,2023,1,Friday,360,0,24775.96
467,32.0,43134.74,Kisumu,Basic,24,37.66,1,1,2023-05-17,2023,5,Wednesday,229,0,43134.74
468,54.0,33823.26,Nairobi,Basic,36,59.8,1,1,2023-07-31,2023,7,Monday,154,0,33823.26
469,46.0,77821.96,Nakuru,Standard,38,137.62,0,0,2022-06-14,2022,6,Tuesday,566,0,77821.96
470,25.0,49876.54,Nairobi,Basic,36,55.99,0,0,2022-03-09,2022,3,Wednesday,663,0,49876.54
471,38.0,42557.11,Mombasa,Basic,21,64.67,2,1,2022-02-11,2022,2,Friday,689,0,42557.11
472,31.0,46486.12,Nairobi,Basic,69,41.97,2,0,2023-02-27,2023,2,Monday,308,0,46486.12
473,32.0,54806.33,Mombasa,Basic,68,103.01,3,0,2022-07-12,2022,7,Tuesday,538,0,54806.33
474,37.0,66729.81,Nairobi,Basic,28,123.81,0,0,2022-05-24,2022,5,Tuesday,587,0,66729.81
475,41.0,29736.9,Nairobi,Standard,58,56.05,4,0,2023-06-21,2023,6,Wednesday,194,0,29736.9
476,32.0,29120.75,Kisumu,Basic,29,28.58,3,1,2023-08-13,2023,8,Sunday,141,0,29120.75
477,35.0,85164.47,Nairobi,Standard,57,60.94,1,0,2023-11-28,2023,11,Tuesday,34,0,85164.47
478,24.0,39888.03,Nairobi,Standard,42,25.19,2,0,2022-12-23,2022,12,Friday,374,0,39888.03
479,35.0,24138.88,Eldoret,Premium,34,15.79,2,0,2023-01-17,2023,1,Tuesday,349,0,24138.88
480,61.0,61200.24,Nairobi,Basic,10,37.78,2,1,2023-12-23,2023,12,Saturday,9,0,61200.24
481,37.0,61801.62,Mombasa,Basic,47,37.94,2,0,2023-01-03,2023,1,Tuesday,363,0,61801.62
482,49.0,22802.89,Mombasa,Basic,23,41.29,3,1,2022-05-14,2022,5,Saturday,597,0,22802.89
483,36.0,54980.88,Nairobi,Basic,16,28.1,4,1,2022-07-06,2022,7,Wednesday,544,0,54980.88
